"名前","住所","緯度","経度"
"シルバーホーム福徳","中頭郡北中城村字仲順375番地1",,
"シルバーハウス美ら島　1号","中頭郡北中城村袋604番地6　1階",,
"有料老人ホーム　北中荘","中頭郡北中城村袋1944番地１　3階",,
"ケアホームアガペ","中頭郡北中城村喜舎場360番地1",,
"シルバーハウス美ら島　２号館","中頭郡北中城村字袋604番地7　１階",,
"有料老人ホームかけはし","国頭郡宜野座村字漢那1953番地1　2階",,
"有料老人ホームおれんじ","宜野湾市嘉数2丁目2番１　3階、4階",,
"有料老人ホーム　ふく福ホーム","宜野湾市真栄原１丁目2番6",,
"有料老人ホーム藍風（あいかじ）","宜野湾市長田3丁目13番10",,
"共同住宅だいだいの実","宜野湾市字真栄原3丁目26番9",,
"有料老人ホームふくやま","宜野湾市大謝名5丁目21番5　2階",,
"住宅型有料老人ホームマナ","宜野湾市志真志1丁目13番19　2階、3階",,
"有料老人ホーム　てぃーち","宜野湾市字大謝名94番地",,
"住宅型有料老人ホーム　おれんじ嘉数","宜野湾市嘉数2丁目5番32",,
"有料老人ホーム　よつ葉の里","宜野湾市宜野湾3丁目9番14　 2階、3階",,
"願寿苑（がじまる）","宜野湾市真栄原3丁目7番11　2階～5階",,
"シルバーハウス志真志","宜野湾市志真志3丁目2番5",,
"有料老人ホーム　はにんすの森","宜野湾市野嵩1丁目11番14　2階、3階",,
"有料ホーム　すみれ荘","宜野湾市大謝名4丁目24番12　すみれ荘",,
"住宅型有料老人ホーム　いこいの森","宜野湾市宜野湾2丁目18番18　2階",,
"住宅型有料老人ホーム　たぁーち","宜野湾市愛知2丁目7番6",,
"有料老人ホーム　かーさ","宜野湾市野嵩3丁目33番15号",,
"有料老人ホーム　みるく花風","宜野湾市長田1丁目17番5",,
"ふれあい老人ホーム愛知","宜野湾市愛知3丁目17番20",,
"シルバーハウス蓬莱山","国頭郡金武町金武790番地",,
"住宅型有料老人ホーム　サンライフ","国頭郡金武町字屋嘉2724番地2　2階",,
"有料老人ホームくばの里","国頭郡金武町字金武4307番地",,
"有料老人ホーム風雅","国頭郡金武町字金武4386番地7　２階、３階",,
"オリーブの家","国頭郡金武町金武882番地",,
"有料老人ホームシルバーハウス光が丘","国頭郡金武町伊芸1292番地１",,
"有料老人ホームちゅうざん２","中頭郡北谷町字桑江399番地1",,
"有料老人ホーム　宅老所なごみの家","中頭郡北谷町字吉原1178番地　1階",,
"有料老人ホーム　ケルブ","中頭郡北谷町字吉原628番地11　２、３、５階",,
"グラットホーム　パステル","中頭郡北谷町字桑江287番地２",,
"住宅型有料老人ホーム　北谷の杜","中頭郡北谷町桑江479番地8　1階　",,
"シェアハウスまごの手","中頭郡北谷町上勢626番地1　1階",,
"シルバーハウス　わかば","中頭郡中城村字添石363番地　1階",,
"有料老人ホームなかぐすく","中頭郡中城村字奥間911番地1　２階",,
"住宅型有料老人ホームさくら荘","中頭郡中城村字南上原547番地",,
"住宅型有料老人ホームみずほ","中頭郡中城村字南上原651番地　2階、3階",,
"たんぽぽの家","中頭郡中城村字添石192番地1",,
"有料老人ホームひふみ","中頭郡中城村北上原693番地",,
"有料老人ホーム　シェアハウスあいりす","中頭郡中城村字新垣265番1",,
"宅老所　野の花","中頭郡中城村登又326番地",,
"高齢者共同住宅みつば","中頭郡中城村南上原616番地1　1階",,
"有料老人ホーム　花風（かふ～）","中頭郡中城村字南上原410番地4",,
"高齢者複合施設か～さ","中頭郡西原町字棚原1丁目11番3　2階",,
"住宅型有料老人ホーム　はーとらいふ","中頭郡西原町字小那覇1606番地　2階～5階",,
"住宅型有料老人ホーム　さとうきび","中頭郡西原町翁長393番地",,
"有料老人ホーム　スマイルあいわ","中頭郡西原町字池田766番地2　西原町字池田767番地",,
"有料老人ホーム　和合","中頭郡読谷村字上地65番地　1階",,
"健やかホーム","中頭郡読谷村字長浜87番地",,
"宅老所　あさぎぐゎー","中頭郡読谷村字大湾536番地2",,
"有料老人ホームたんぽぽ","中頭郡読谷村字古堅587番地",,
"住宅型有料老人ホームざきみ","中頭郡読谷村字上地329番地",,
"有料老人ホーム　ななふく","中頭郡読谷村長浜1194番地",,
"住宅型有料老人ホーム　読谷","中頭郡読谷村字楚辺1300番地　2階、3階",,
"あったか家　ももたろう","中頭郡読谷村長浜1722番地4",,
"宅老所たんぽぽ","中頭郡読谷村字古堅587番地　ZION2階、3階",,
"小規模多機能型居宅介護支援事業所　花日和","豊見城市高嶺395-44",,
"東雲の丘指定小規模多機能型居宅介護事業所","南城市大里大城1392番地",,
"小規模多機能型ホーム　真心","南城市佐敷新開1番地344",,
"医療法人和の会　小規模多機能型ホームたづな","島尻郡与那原町与那原１７９２ー１",,
"小規模多機能型ホーム　はえばる","島尻郡南風原町津嘉山６７５-３５",,
"ちゅら島小規模多機能型居宅介護支援事業所","島尻郡八重瀬町東風平１３４８番地１",,
"デイサービス琉新の風","島尻郡南風原町字新川217番地4　5階",,
"ヘルパーステーション　えがお","南城市大里稲嶺1317番地１",,
"ヘルパーステーションいずみ","豊見城市翁長87番地",,
"デイサービスはっぴー前川","南城市玉城593番地１",,
"愛の郷居宅介護支援センター","島尻郡八重瀬町仲座1074番地の２",,
"ヘルパーステーション琉新の風","島尻郡南風原町新川217番地４",,
"居宅介護支援事業所クローバーケア","糸満市真栄平170番地",,
"ヘルパーステーション麦","島尻郡与那原町与那原616番地",,
"デイサービス楽舎","南城市大里467番地２",,
"デイサービス琉新の風糸満","糸満市大渡５１５－１",,
"デイサービスセンターゆいまーるの丘","島尻郡八重瀬町後原1194番地",,
"通所介護事業所　はぁとあいらんど豊崎","豊見城市豊崎１－６７７",,
"訪問看護ステーション　エール~応援~","豊見城市平良１３２番地８",,
"生協ケアセンター　訪問介護ステーションにじ","豊見城市真玉橋５９３番地の１　とよみ生協病院(別館３階）",,
"生協ケアセンター　訪問看護ステーションにじ","豊見城市真玉橋５９３番地の１　とよみ生協病院(別館３階）",,
"通所介護　あい","島尻郡南風原町字与那覇４４８番地１",,
"ふれあい薬局","うるま市赤道７５９－５",,
"有限会社　天願薬局","うるま市みどり町４－４－１６",,
"あかみち薬局","うるま市赤道１１－１３",,
"ざきみ薬局","うるま市高江洲１０８０－１",,
"照屋薬局　あげな店","うるま市安慶名３丁目２３番２６号オレンジハウス１階",,
"へしきや薬局","うるま市与那城西原９８８－３",,
"ひかり薬局　与那城店","うるま市与那城屋慶名４６７－１",,
"タスク薬局","うるま市みどり町５丁目２７番１号",,
"中部薬局","うるま市宮里２６１番地１",,
"中部薬局","うるま市宮里２６１番地１",,
"すこやか薬局　具志川店","うるま市宮里２６１番１６号",,
"照屋薬局","うるま市平良川１２２",,
"あおば薬局","うるま市与那城２５－３",,
"にこにこ薬局","うるま市宮里７６４番地１",,
"あかみち薬局　新赤道店","うるま市赤道３３６－５",,
"りんご調剤薬局　うるま店","うるま市宮里２６４－９番地　１Ｆ",,
"メイト平良川薬局","うるま市喜屋武１７９番地渡口ビル１Ｆ",,
"すこやか薬局　みどり町店","うるま市みどり町４－１９－１５",,
"あかみち薬局　あげな店","うるま市安慶名一丁目６番１９号",,
"あかみち薬局　江洲店","うるま市字江洲５９８－８",,
"ピーナツ薬局","うるま市石川２丁目２２番１８号",,
"ハート薬局　江洲店","うるま市字江洲５４７番地１",,
"すこやか薬局　喜屋武店","うるま市喜屋武５４６－１",,
"ハート薬局　あかみち店","うるま市赤道１７４番地９",,
"ひまわり薬局　中部店","沖縄市うるま市宮里２０１ー５",,
"アイン薬局　赤道店","うるま市赤道２６０－５",,
"いは薬局","うるま市石川伊波４２８－５",,
"すこやか薬局　与勝店","うるま市勝連南風原３５７７－１",,
"ゲンキ薬局","沖縄市胡屋１－１３－１２",,
"すこやか薬局　泡瀬店","沖縄市泡瀬４－３８－１９",,
"はな薬局","沖縄市沖繩市知花６－２３－２８",,
"あい薬局","沖縄市高原２－４－１８",,
"仲真薬局","沖縄市上地１丁目５－２",,
"きさらぎ薬局","沖縄市高原７－２２－２８",,
"レモン薬局美里店","沖縄市東二丁目５番１８号",,
"ミドリ薬局美里店","沖縄市東二丁目２６番１号",,
"アリス薬局","沖縄市泡瀬２－８－５",,
"すこやか薬局　高原店","沖縄市高原５－１７－１",,
"島里薬局","沖縄市宮里四丁目２番５号",,
"あいらんど薬局　コザ店","沖縄市仲宗根町３－１１",,
"琉球クオール薬局　登川店","沖縄市登川１－９－７",,
"レモン薬局　みはら店","沖縄市美原四丁目１０番１号",,
"すこやか薬局　ももやま店","沖縄市南桃原３－３６－１１",,
"ひかり薬局　コザ店","沖縄市住吉１－４－１９",,
"ハーモニー薬局　諸見里店","沖縄市諸見里１－２６－６",,
"やまうち薬局","沖縄市山内１－６－１１",,
"サンアイ薬局みさと","沖縄市美原三丁目２１番１号",,
"すこやか薬局　中頭店","沖縄市知花６－２５－１１",,
"ハート薬局","沖縄市美原二丁目２６番２１号",,
"さんり薬局","沖縄市山里１－３－３",,
"くすの木薬局","沖縄市安慶田４－６－６",,
"ワタキュー薬局　与儀店","沖縄市与儀３丁目１０番１号",,
"ピー・ケイ・シー薬局","沖縄市知花５－１３－２８",,
"すこやか薬局　知花店","沖縄市知花６－３８－５",,
"すこやか薬局　美里店","沖縄市美原四丁目１番２８号",,
"ひが薬局　美里店","沖縄市美原二丁目２５番１号",,
"古謝薬局","沖縄市古謝２丁目２１番２８号",,
"メイト美里薬局","沖縄市東二丁目２５番３号",,
"まごころ薬局　山内店","沖縄市山内三丁目１４番３０号",,
"ひまわり薬局　上地店","沖縄市上地二丁目１２番１６号",,
"すこやか薬局　泡瀬東店","沖縄市泡瀬２丁目５４番４号",,
"つみきの薬局","沖縄市美里４丁目１７番６号",,
"ゆい薬局知花店","沖縄市知花６－２６－１６",,
"和ごころ薬局　あわせ店","沖縄市古謝２丁目１９番５号",,
"アイン薬局　知花店","沖縄市知花６－２５－１８",,
"アイン薬局　登川店","沖縄市登川５９７－１",,
"すこやか薬局　登川店","沖縄市字登川４９５－１",,
